Reg. #,Brand,Generic,Form,Packing,Size,Manufacturer_ID
61776,BRIMOLOL,Brimonidine (Tartrate) [0.2 %v/v],Ear Drops,5ml,1,136
 ,CLARAZE,Clarithromycin [500 mg],Tabs,10s,10,136
 ,CLARAZE,Clarithromycin [250 mg],Tabs,10s,10,136
67485,CLINDACIN GEL,Clindamycin [1 %w/w],Gel,10g,1,136
70713,CO-ARBISTA,"Hydrochlorothiazide [12.5 mg], Irbesartan [150 mg]",Tabs,10s,10,136
70714,CO-ARBISTA FORTE,"Hydrochlorothiazide [12.5 mg], Irbesartan [300 mg]",Tabs,10s,10,136
 ,CO-DORZAL,"Dorzolamide [2 %w/v], Timolol (Maleate) [0.5 %w/v]",Eye Drops,5ml,1,136
10464,CROMOZIL,"Sodium Cromoglycate [4 %w/v], Tetrahydrozoline (HCl) [0.05 %w/v]",Eye Drops,10ml,1,136
 ,DEQUSAN,"Benzalkonium (Cl) [0.035 %w/w], Dequalinium (Cl) [0.015 %w/w]",Mouth Spray,50ml,1,136
73450,DESTAZINE,Desloratadine [5 mg],Tabs,10s,10,136
29525,DEXATOB,"Dexamethasone [0.1 %w/v], Tobramycin [0.3 %w/v]",Ear Drops,5ml,1,136
32595,DEXOFLOX,"Dexamethasone [0.1 %w/v], Ofloxacin [0.3 %w/v]",Eye Drops,5ml,1,136
30356,DEXOPTIC,Dexamethasone [0.1 %w/w],Oint,3.5g,1,136
19724,DEXOPTIC,Dexamethasone [0.1 %w/v],Eye Drops,5ml,1,136
19721,DEXOPTIC-C,"Chloramphenicol [0.5 %w/v], Dexamethasone [0.1 %w/v]",Eye Drops,5ml,1,136
67477,DICLOTOL,"Diclofenac (Na) [50 mg], Misoprostol [200 mcg]",Tabs,20s,20,136
27077,DIPROSAN,Betamethasone [0.05 %w/w],Cream,10g,1,136
67489,ESOCOOL,Esomeprazole [40 mg],Caps,14s,14,136
67488,ESOCOOL,Esomeprazole [20 mg],Caps,56s,56,136
32592,FLOROZIL,"Fluorometholone [0 ], Sodium Cromoglycate [0 ]",Susp,5ml,1,136
27073,FUSAC,Fusidic Acid [2 %w/w],Oint,5g,1,136
27071,FUSAC,Fusidic Acid [2 %w/w],Cream,15g,1,136
27071,FUSAC,Fusidic Acid [2 %w/w],Cream,5g,1,136
27072,FUSAC-H,"Fusidic Acid [2 %w/w], Hydrocortisone [1 %w/w]",Cream,5g,1,136
27072,FUSAC-H,"Fusidic Acid [2 %w/w], Hydrocortisone [1 %w/w]",Cream,15g,1,136
30360,FUSIGEL,Fusidic Acid [1 %w/v],Eye Drops,5g,1,136
67483,GELOMET,Metronidazole [0.75 %w/w],Gel,25g,1,136
67483,GELOMET,Metronidazole [0.75 %w/w],Gel,15g,1,136
67487,GETEC,Gemifloxacin [320 mg],Tabs,7s,7,136
20254,HAIR MAX,Minoxidil [2 %w/v],Soln,60ml,1,136
27592,HAIR MAX PLUS,Minoxidil [5 %w/v],Soln,60ml,1,136
34771,HAIRFIN,Finasteride [1 mg],Tabs,30s,30,136
 ,HYLOSAN,Sodium Hyaluronate [0 ],Eye Drops,5ml,1,136
73453,KETONAZ,Ketoconazole [2 %w/v],Lotion,60ml,1,136
26391,KETROSAN,Ketorolac (Tromethamine) [0.5 %w/v],Eye Drops,5ml,1,136
7784,LEVOSAN,Levobunolol (HCl) [0.5 %w/v],Eye Drops,5ml,1,136
,MECOB,Mecobalamin [0 ],Tabs,10x10s,100,136
 ,MEGAB CAPSULE,Pregabalin [150 mg],Caps,2x7s,14,136
 ,MEGAB CAPSULE,Pregabalin [75 mg],Caps,2x7s,14,136
 ,MEGAB CAPSULE,Pregabalin [300 mg],Caps,2x7s,14,136
 ,MEGAMOX,Moxifloxacin [0 ],Eye Drops,3ml,1,136
67481,NASOSOL NASAL DROPS,Sodium Chloride [0.9 %w/v],Drops,30ml,1,136
24659,NATASAN,Natamycin [5 %w/v],Eye Drops,5ml,1,136
 ,NEPAC,Nepafenac [0.1 %w/v],Eye Drops,5ml,1,136
26136,NOSTAMIN,Cetirizine [10 mg],Tabs,10s,10,136
22424,OCUFLUR,Fluorometholone [0.1 %w/v],Eye Drops,5ml,1,136
30354,OCUFLUR FORTE,Fluorometholone [0.25 %w/v],Eye Drops,5ml,1,136
32593,OCUFLUR PN,"Fluorometholone [0 ], Polymyxin B (Sulphate) [0 ]",Susp,5ml,1,136
23326,OCULERG,"Antazoline [0.05 %w/v], Tetrahydrozoline (HCl) [0.04 %w/v]",Eye Drops,10ml,1,136
22423,OPTOFEN,Flurbiprofen [0.03 %w/v],Eye Drops,5ml,1,136
7501,OPTOFLOX,Ofloxacin [0.3 %w/v],Eye Drops,5ml,1,136
21608,OPTOFLOX,Ofloxacin [0.3 %w/w],Eye Oint,3.5g,1,136
21604,OPTOLUBE,Paraffin [0.425 %w/w],Eye Oint,3.5g,1,136
21607,OPTOPRED,Prednisolone and Prednisone [1 %w/v],Eye Drops,5ml,1,136
39284,ORAFLOX,Ofloxacin [200 mg],Tabs,10s,10,136
26137,OTOFLOX,Ofloxacin [0.3 %w/v],Ear Drops,5ml,1,136
26138,OTOFLOX,Ofloxacin [0.6 %w/v],Ear Drops,5ml,1,136
29527,OTOTOB,Tobramycin [0.3 %w/v],Ear Drops,5ml,1,136
20253,OXYCROM,"Sodium Cromoglycate [2 %w/v], Xylometazoline (HCl) [0.025 %w/v]",Nasal Spray,15ml,1,136
25164,OXYCROM-P,Sodium Cromoglycate [4 %w/v],Nasal Spray,15ml,1,136
 ,SALUB,Sodium Chloride [0 ],Soln,10ml,1,136
 ,SANCLEAR,"Glycolic Acid [0 ], Hydroquinone [0 ]",Cream,10g,1,136
25660,SANTIROL,"Dexamethasone [0.1 %w/v], Neomycin [0.35 %w/v], Polymyxin B (Sulphate) [6000 IU/ml]",Eye Drops,5ml,1,136
26912,SANTOBREX,Tobramycin [0.3 %w/v],Eye Drops,5ml,1,136
26911,SANTOBREX,Tobramycin [0.3 %w/w],Eye Oint,3.5g,1,136
21605,SANTOCHLOR,Chloramphenicol [0.5 %w/v],Eye Drops,10ml,1,136
21609,SANTOCHLOR,Chloramphenicol [1 %w/w],Eye Oint,3.5g,1,136
20248,SANTODEX,"Dexamethasone [0.1 %w/v], Tobramycin [0.3 %w/v]",Eye Drops,5ml,1,136
32591,SANTODEX,"Dexamethasone [0.1 %w/w], Tobramycin [0.3 %w/w]",Eye Oint,3.5g,1,136
67486,SANTOFEN,Diclofenac (Na) [10 mg],Gel,20gm,1,136
37030,SANTOGAT,Gatifloxacin [200 mg],Tabs,10s,10,136
37031,SANTOGAT,Gatifloxacin [400 mg],Tabs,5s,5,136
37040,SANTOMET,Mometasone (Furoate) [0.05 %w/w],Cream,5g,1,136
37038,SANTOMET,Mometasone (Furoate) [0.05 %w/w],Oint,5g,1,136
37039,SANTOMET,Mometasone (Furoate) [0 ],Lotion,20ml,1,136
 ,SANTOMOX,Moxifloxacin [400 mg],Tabs,5s,5,136
27080,SANTOVIR,Acyclovir [5 %w/w],Cream,10g,1,136
23325,SANTOVIR,Acyclovir [3 %w/w],Eye Oint,4.5g,1,136
27081,SANTOVIR,Acyclovir [800 mg],Tabs,2x5s,10,136
27070,SCABLIN,Lindane [1 %w/w],Cream,50g,1,136
27069,SCABLIN,Lindane [1 %w/v],Lotion,60ml,1,136
 ,SEREN BAR,"Salicylic Acid [3 %w/w], Sulphur [10 %w/w]",Soap,65g,1,136
 ,SMOOTH BAR,Glycerin [0 ],Soap,65g,1,136
75812,SOFTEAL,Hydroxypropyl Methylcellulose [0.3 %w/v],Eye Drops,10 ml,1,136
 ,SUPPLE BAR,Tocopherol (Vitamin E) [0 ],Soap,65g,1,136
67484,TACRODERM,Tacrolimus [0.03 %w/w],Oint,10gm,1,136
25166,TARISIN,Flunisolide [0.025 %w/v],Nasal Spray,15ml,1,136
30355,TEARS FORTE,"Dextran [0.1 %w/v], Hydroxypropyl Methylcellulose [0.3 %w/v]",Eye Drops,15ml,1,136
27076,TERBISAN,Terbinafine (HCl) [1 %w/w],Cream,10g,1,136
27075,TERBISAN,Terbinafine (HCl) [125 mg],Tabs,10s,10,136
67478,TOLDIN,Tolterodine (Tartrate) [2 mg],Tabs,0,1,136
27064,TRACNESAN,Tretinoin [0.05 %w/w],Cream,10g,1,136
27074,TRACNESAN,Tretinoin [0.05 %w/w],Cream,30g,1,136
23328,TROPIC,Tropicamide [1 %w/v],Eye Drops,15ml,1,136
20250,VISCOGEL,Hydroxypropyl Methylcellulose [2 %w/v],Eye Drops,2ml,1,136
20251,VISCOGEL-HV,Hydroxypropyl Methylcellulose [2 %w/v],Eye Drops,3ml,1,136
20249,VISION-VITE,"Ascorbic Acid [200 mg], Betacarotene [6 mg], Copper [2 mg], Manganese [5 mg], Selenium (Sulphide) [40 mcg], Tocopherol (Vitamin E) [100 IU], Zinc Oxide [12 mg]",Tabs,30s,30,136
 ,XECOMB,"Gramicidin [0 ], Neomycin [0 ], Nystatin [0 ], Triamcinolone [0 ]",Ear Drops,10ml,1,136
61775,XEPAT,Olopatadine [0.1 %w/v],Eye Drops,5ml,1,136
26135,XOLISAN,Xylometazoline (HCl) [0.1 %w/v],Nasal Spray,20ml,1,136
67480,ZANTID,Tizanidine [4 mg],Tabs,10s,10,136
67479,ZANTID,Tizanidine [2 mg],Tabs,10s,10,136
67482,ZEPRODEX OTIC DROPS,"Ciprofloxacin [0.3 %w/v], Dexamethasone [0.1 %w/v]",Drops,5ml,1,136
27079,ZITHROSAN,Azithromycin [250 mg],Caps,2x5s,10,136
 ,ZYCLAT,"Latanoprost [0 ], Timolol (Maleate) [0 ]",Eye Drops,2.5ml,1,136
 ,ZYDINE,"Benzydamine [0.15 %w/v], Chlorhexidine [0.2 %w/v]",Mouth Wash,250ml,1,136
28258,ADVANCE,Fluoxetine (HCl) [20 mg/5ml],Liquid,60ml,1,137
28247,ALENDROSCOT,Alendronate (Na) [10 mg],Tabs,10s,10,137
28271,AMOXASCOT,Amoxicillin [250 mg],Caps,2x10s,20,137
28272,AMOXASCOT,Amoxicillin [500 mg],Caps,2x10s,20,137
28275,AMOXASCOT,Amoxicillin [125 mg/1.25ml],Drops,10ml,1,137
28273,AMOXASCOT,Amoxicillin [125 mg/5ml],Susp,60ml,1,137
28274,AMOXASCOT,Amoxicillin [250 mg/5ml],Susp,60ml,1,137
28280,APISCOT,Aspirin [75 mg],Tabs,3x10s,30,137
28281,APISCOT,Aspirin [150 mg],Tabs,3x10s,30,137
70245,ARMADA,"Benzocaine [5 mg], Tyrothricin [0.1 mg]",Lozenges,20x20s,400,137
70245,ARMADA,"Benzocaine [5 mg], Tyrothricin [0.1 mg]",Lozenges,2x10,20,137
28295,ATENOSCOT,Atenolol [25 mg],Tabs,2x10s,20,137
28296,ATENOSCOT,Atenolol [50 mg],Tabs,2x10s,20,137
28297,ATENOSCOT,Atenolol [100 mg],Tabs,2x10s,20,137
56107,ATMOS,Desloratadine [5 mg],Tabs,10s,10,137
59318,ATMOS,Ebastine [5 mg/5ml],Syrup,60ml,1,137
60262,ATMOS,Ebastine [20 mg],Tabs,1x10s,10,137
60262,ATMOS,Ebastine [20 mg],Tabs,1x7s,7,137
 ,ATMOS,Desloratadine [10 mg],Tabs,10s,10,137
31860,ATORSCOT,Atorvastatin [10 mg],Tabs,10s,10,137
31860,ATORSCOT,Atorvastatin [20 mg],Tabs,10s,10,137
31862,ATORSCOT,Atorvastatin [40 mg],Tabs,10s,10,137
59316,AVALON,"Chlorpheniramine (Maleate) [1 mg/5ml], Dextromethorphan [5 mg/5ml]",Syrup,60ml,1,137
59315,AVALON,"Chlorpheniramine (Maleate) [1 mg/5ml], Dextromethorphan [5 mg/5ml]",Syrup,120ml,1,137
59317,AVALON CHEST,Guaifenesin [50 mg/5ml],Syrup,60ml,1,137
60850,AVALON FLU,"Chlorpheniramine (Maleate) [1 mg/5ml], Dextromethorphan [7.5 mg/5ml], Paracetamol [160 mg/5ml], Pseudoephedrine (HCl) [15 mg/5ml]",Syrup,120ml,1,137
29927,BAMBUSCOT,Bambuterol [10 mg],Tabs,3x10s,30,137
29928,BAMBUSCOT,Bambuterol [20 mg],Tabs,3x10s,30,137
30914,BECOSCOT,"Calcium [0 ], Cyanocobalamin [0 ], Nicotinamide [0 ], Pyridoxine [0 ], Riboflavin (Vitamin B2) [0 ], Thiamine HCl (Vitamin B1) [0 ]",Syrup,120ml,1,137
56116,BEYOND,Ebastine [10 mg],Tabs,10s,10,137
28241,BISCOT,Bisoprolol (Fumarate) [5 mg],Tabs,1x14s,14,137
28242,BISCOT,Bisoprolol (Fumarate) [10 mg],Tabs,1x14s,14,137
60264,BOLD,Omeprazole [20 mg],Sachet,7s,7,137
 ,BOLD,Omeprazole [20 mg],Caps,2x7s,14,137
28224,C-EFF 1000,Ascorbic Acid [1 g],Tabs,10s,10,137
28290,CARBASCOT,Carbamazepine [200 mg],Caps SR,3x10s,30,137
28291,CARBASCOT,Carbamazepine [400 mg],Caps SR,3x10s,30,137
29900,CEFISCOT,Cefixime [400 mg],Caps,5s,5,137
29901,CEFISCOT,Cefixime [100 mg/5ml],Susp,30ml,1,137
29901,CEFISCOT,Cefixime [100 mg/5ml],Susp,60ml,1,137
68704,CEFISCOT,Cefixime [200 mg/5ml],Susp,30ml,1,137
28218,CEPHRASCOT,Cephradine [250 mg],Caps,1x12s,12,137
28219,CEPHRASCOT,Cephradine [500 mg],Caps,1x12s,12,137
28220,CEPHRASCOT,Cephradine [125 mg/5ml],Susp,60ml,1,137
28221,CEPHRASCOT,Cephradine [250 mg/5ml],Susp,60ml,1,137
56810,CICLO-SCOT,Choline Salicylate [1.5 %w/w],Liquid,5ml sachet,1,137
 ,CIMESCOT,Cimetidine (HCl) [100 mg/10ml],Susp,60ml,1,137
28228,CIMESCOT,Cimetidine (HCl) [400 mg],Tabs,10s,10,137
28229,CIMESCOT,Cimetidine (HCl) [800 mg],Tabs,10s,10,137
28213,CIPROSCOT,Ciprofloxacin [125 mg/5ml],Susp,60ml,1,137
28214,CIPROSCOT,Ciprofloxacin [250 mg/5ml],Susp,60ml,1,137
28210,CIPROSCOT,Ciprofloxacin [250 mg],Tabs,1x10s,10,137
28211,CIPROSCOT,Ciprofloxacin [500 mg],Tabs,1x10s,10,137
56808,CIPROSCOT,Ciprofloxacin [200 mg/100ml],Inf,50ml,1,137
28211,CIPROSCOT XR,Ciprofloxacin [500 mg],Tabs,1x10s,10,137
28217,CLARISCOT,Clarithromycin [125 mg/5ml],Susp,60ml,1,137
28215,CLARISCOT,Clarithromycin [250 mg],Tabs,1x10s,10,137
28216,CLARISCOT,Clarithromycin [500 mg],Tabs,1x10s,10,137
56113,COUGAR,Rosuvastatin [5 mg],Tabs,10s,10,137
56114,COUGAR,Rosuvastatin [10 mg],Tabs,10s,10,137
56115,COUGAR,Rosuvastatin [20 mg],Tabs,10s,10,137
35800,DIABESCOT XR,Metformin (HCl) [500 mg],Tabs,5x10s,50,137
38818,DIABESCOT XR,Metformin (HCl) [850 mg],Tabs,5x10s,50,137
38182,DIABESCOT XR,Metformin (HCl) [1 g],Tabs,5x10s,50,137
31865,DICLOSCOST-XR,Diclofenac (Na) [100 mg],Tabs SR,3x10s,30,137
 ,DICLOSCOT,Diclofenac (Na) [50 mg],Caps,20s,20,137
 ,DICLOSCOT,Diclofenac (Na) [0 ],Inj,5s,5,137
56119,DICLOSCOT,Diclofenac (Na) [50 mg],Tabs,20s,20,137
56119,DICLOSCOT,Diclofenac (Na) [50 mg],Tabs,3x10s,30,137
68819,DICLOSCOT,Diclofenac (Na) [75 mg/3ml],Inj,5Ampx3ml,3,137
54751,DOSTAX,Duloxetine Hydrochloride [30 mg],Caps,10s,10,137
 ,DUNE,Montelukast [10 mg],Tabs,14s,14,137
54750,DUNE,Montelukast [4 mg],Sachet,14s,14,137
54748,DUNE CHEWABLE,Montelukast [4 mg],Tabs,14s,14,137
54749,DUNE CHEWABLE,Montelukast [5 mg],Tabs,14s,14,137
69807,EDUCE,Aceclofenac [200 mg],Tabs SR,10s,10,137
69807,EDUCE,Aceclofenac [200 mg],Tabs SR,30s,30,137
69806,EDUCE,Aceclofenac [100 mg],Tabs,10,1,137
34189,ESOSCOT,Esomeprazole [20 mg],Caps,14s,14,137
34954,ESOSCOT,Esomeprazole [40 mg],Caps,14s,14,137
28254,FAMOSCOT,Famotidine [10 mg/5ml],Susp,60ml,1,137
28253,FAMOSCOT,Famotidine [10 mg],Tabs,1x10s,10,137
28251,FAMOSCOT,Famotidine [20 mg],Tabs,1x10s,10,137
28252,FAMOSCOT,Famotidine [40 mg],Tabs,1x10s,10,137
56809,FERSIP CHEWABLE,Iron Salts [100 mg],Tabs,10s,10,137
28293,FLOWRIDE,"Amiloride (HCl) [5 mg], Frusemide or Furosemide [40 mg]",Tabs,3x10s,30,137
28257,FLUOXE-SCOT,Fluoxetine (HCl) [20 mg],Caps,1x10s,10,137
28258,FLUOXE-SCOT,Fluoxetine (HCl) [20 mg/5ml],Liquid,60ml,1,137
28277,FOLCOZINE,"Pholcodine [1.5 mg/5ml], Promethazine (HCl) [1.5 mg/5ml]",Syrup,120ml,1,137
56108,GATIXA,Gabapentin [100 mg],Caps,10s,10,137
56109,GATIXA,Gabapentin [300 mg],Caps,10s,10,137
56110,GATIXA,Gabapentin [400 mg],Caps,10s,10,137
28243,GLIMESCOT,Glimepiride [1 mg],Tabs,2x10s,20,137
28244,GLIMESCOT,Glimepiride [2 mg],Tabs,2x10s,20,137
28245,GLIMESCOT,Glimepiride [3 mg],Tabs,2x10s,20,137
28246,GLIMESCOT,Glimepiride [4 mg],Tabs,2x10s,20,137
35726,GLITASCOT,Pioglitazone [15 mg],Tabs,14s,14,137
35727,GLITASCOT,Pioglitazone [30 mg],Tabs,14s,14,137
35728,GLITASCOT,Pioglitazone [45 mg],Tabs,14s,14,137
36456,GRIP,Escitalopram [10 mg],Tabs,1x14s,14,137
28259,HARTVASC-PLUS,Amlodipine (Besylate) [2.5 mg],Tabs,2x10s,20,137
28260,HARTVASC-PLUS,Amlodipine (Besylate) [5 mg],Tabs,2x10s,20,137
28261,HARTVASC-PLUS,Amlodipine (Besylate) [10 mg],Tabs,2x10s,20,137
28278,HYDROFAIR,Hydroquinone [4 %w/w],Cream,20g,1,137
28279,HYDROFAIR,Hydroquinone [6 %w/w],Cream,20g,1,137
28286,ISOTIME-20,Isosorbide 5-Mononitrate [20 mg],Tabs,2x10s,20,137
28287,ISOTIME-60,Isosorbide 5-Mononitrate [60 mg],Caps SR,2x10s,20,137
 ,JADE,Loratadine [0 ],Syrup,60 ml,1,137
 ,JADE,Loratadine [10 mg],Tabs,10s,10,137
 ,JINGLE,Atenolol [50 mg],Tabs,20s,20,137
 ,JINGLE,Atenolol [100 mg],Tabs,20s,20,137
 ,JINGLE,Atenolol [25 mg],Tabs,20s,20,137
 ,KAIRO,Clarithromycin [125 mg/5ml],Susp,60ml,1,137
 ,LEAF,Amlodipine (Besylate) [5 mg],Tabs,20s,20,137
29925,LEVOSCOT,Levofloxacin [250 mg],Tabs,1x10s,10,137
29926,LEVOSCOT,Levofloxacin [500 mg],Tabs,1x10s,10,137
54786,LITVEA,Fenofibrate [67 mg],Caps,3x10s,30,137
54787,LITVEA,Fenofibrate [200 mg],Caps,3x10s,30,137
28266,LORATASCOT,Loratadine [5 mg/5ml],Syrup,60ml,1,137
28265,LORATASCOT,Loratadine [10 mg],Tabs,1x10s,10,137
28225,LOSASCOT,Losartan (K) [25 mg],Tabs,2x10s,20,137
28226,LOSASCOT,Losartan (K) [50 mg],Tabs,2x10s,20,137
28227,LOSASCOT PLUS,"Hydrochlorothiazide [12.5 mg], Losartan (K) [50 mg]",Tabs,1x10s,10,137
28232,MEFESCOT,Mefenamic Acid [50 mg/5ml],Susp,60ml,1,137
28231,MEFESCOT,Mefenamic Acid [250 mg],Tabs,10x10s,100,137
28237,MEPRASCOT,Omeprazole [10 mg],Caps,1x14s,14,137
28238,MEPRASCOT,Omeprazole [20 mg],Caps,1x14s,14,137
28239,MEPRASCOT,Omeprazole [40 mg],Caps,1x14s,14,137
29912,METOSCOT,Metoprolol (Tartrate) [100 mg],Tabs,3x10s,30,137
28304,METROSCOT,Metronidazole [500 mg/100ml],Inf,100ml,1,137
28300,MORFSCOT,Morphine [10 mg/ml],Inj,1mlx100s,100,137
28301,MORFSCOT,Morphine [20 mg/ml],Inj,1mlx100s,100,137
28302,MORFSCOT,Morphine [30 mg/ml],Inj,1mlx100s,100,137
 ,MOZART,Risperidone [3 mg],Tabs,10s,10,137
 ,MOZART,Risperidone [1 mg],Tabs,5x10s,50,137
 ,MOZART,Risperidone [2 mg],Tabs,5x10s,50,137
 ,MOZART,Risperidone [4 mg],Tabs,6s,6,137
68818,MUCLEAR,Oxymetazoline (HCl) [5 mg],Spray,10ml,1,137
70185,MUCLEAR DM XR,"Dextromethorphan [30 mg], Dextromethorphan [30 mg]",Tabs,10,1,137
70185,MUCLEAR DM XR,"Guaifenesin [600 mg], Guaifenesin [600 mg]",Tabs,20,1,137
29907,MULTI-ACTION,"Ammonium Chloride [40 mg/5ml], Ammonium Chloride [40 mg/5ml], Chlorpheniramine (Maleate) [2 mg/5ml], Chlorpheniramine (Maleate) [2 mg/5ml], Dextromethorphan [10 mg/5ml], Dextromethorphan [10 mg/5ml], Pseudoephedrine (HCl) [5 mg/5ml], Pseudoephedrine (HCl) [5 mg/5ml]",Syrup,120ml,1,137
29893,NIGHTEZE,"Mepyramine [6.25 mg/5ml], Pheniramine (Maleate) [6.25 mg/5ml], Pseudoephedrine (HCl) [15 mg/5ml]",Syrup,60ml,1,137
29891,NIGHTEZE,"Mepyramine [6.5 mg], Paracetamol [0 ], Pheniramine (Maleate) [6.5 mg], Pseudoephedrine (HCl) [15 mg]",Tabs,10x10s,100,137
28288,NITROSCOT,Glyceryl Trinitrate [2.6 mg],Caps SR,3x10s,30,137
28289,NITROSCOT,Glyceryl Trinitrate [6.4 mg],Caps SR,3x10s,30,137
28222,OFLOSCOT,Ofloxacin [200 mg],Tabs,1x10s,10,137
28223,OFLOSCOT,Ofloxacin [400 mg],Tabs,1x10s,10,137
28269,OLANZISCOT,Olanzapine [5 mg],Caps,1x10s,10,137
28270,OLANZISCOT,Olanzapine [10 mg],Caps,1x10s,10,137
56111,OPUS,Leflunomide [10 mg],Tabs,3x10s,30,137
56112,OPUS,Leflunomide [20 mg],Tabs,3x10s,30,137
 ,OSCAR,Atorvastatin [10 mg],Tabs,10s,10,137
 ,OSCAR,Atorvastatin [20 mg],Tabs,10s,10,137
 ,OSCAR,Atorvastatin [40 mg],Tabs,10s,10,137
56842,OSFIT,Ibandronic Acid [150 mg],Tabs,1s,1,137
56117,OSLO,Risedronate (Na) [5 mg],Tabs,10s,10,137
56118,OSLO,Risedronate (Na) [35 mg],Tabs,4s,4,137
40679,PAIN-AID,Nimesulide [100 mg],Tabs,2x10s,20,137
60263,PAIN-AID PLUS,Diclofenac (Na) [75 mg],Tabs,2x10s,20,137
56106,PAIN-AID PLUS,Diclofenac (Na) [50 mg],Tabs,2x10s,20,137
28921,PARACOD,"Codeine [15 mg], Paracetamol [500 mg]",Tabs,10x10s,100,137
29905,PENTOXOL-M,"Flupenthixol (HCl and Decanoate) [0.5 mg], Melitracen (HCl) [10 mg]",Tabs,10x10s,100,137
28303,PETHISCOT,Pethidine (HCl) [50 mg/ml],Inj,1mlx100s,100,137
69804,PIVOT,Prasugrel HCl [5 mg],Tabs,14,1,137
69805,PIVOT,Prasugrel HCl [10 mg],Tabs,14,1,137
69804,PIVOT,Prasugrel HCl [5 mg],Tabs,28,1,137
69805,PIVOT,Prasugrel HCl [10 mg],Tabs,28,1,137
63496,PRE-B,Hepatitis B Vaccine [10 mcg],Inj,1s,1,137
63420,PRE-B,Hepatitis B Vaccine [20 mcg],Inj,1s,1,137
28233,RAMISCOT,Ramipril [1.25 mg],Tabs,3x10s,30,137
28234,RAMISCOT,Ramipril [2.5 mg],Tabs,3x10s,30,137
28264,RANISCOT,Ranitidine [75 mg/5ml],Susp,60ml,1,137
28262,RANISCOT,Ranitidine [150 mg],Tabs,1x10s,10,137
28263,RANISCOT,Ranitidine [300 mg],Tabs,1x10s,10,137
66484,RENEW DEPOT,Interferon Alpha 2b [150 mcg],Inj,1s,1,137
28248,REPASCOT,Repaglinide [0.5 mg],Tabs,1x10s,10,137
28249,REPASCOT,Repaglinide [1 mg],Tabs,1x10s,10,137
28250,REPASCOT,Repaglinide [2 mg],Tabs,1x10s,10,137
31866,REVIVE,Clopidogrel [75 mg],Tabs,28s,28,137
28922,RISPERISCOT,Risperidone [1 mg],Tabs,5x10s,50,137
28923,RISPERISCOT,Risperidone [2 mg],Tabs,5x10s,50,137
28255,RISPERISCOT,Risperidone [3 mg],Tabs,1x10s,10,137
28256,RISPERISCOT,Risperidone [4 mg],Tabs,1x6s,6,137
56914,ROSISCOT,Rosiglitazone (Maleate) [2 mg],Tabs,1x10s,10,137
56915,ROSISCOT,Rosiglitazone (Maleate) [4 mg],Tabs,1x10s,10,137
40680,SCOTMANN CALCIUM,"Calciferol [350 IU/5ml], Calcium Phosphate [210 mg/5ml]",Syrup,120ml,1,137
28924,SCOTS ANTIMALARIAL,"Mefloquine (HCl) [50 mg], Pyrimethamine [25 mg], Sulfadoxine [50 mg]",Tabs,3x10s,30,137
28918,SCOTS CYCLOSPORIN,Cyclosporin A [25 mg],Caps,5x10s,50,137
28919,SCOTS CYCLOSPORIN,Cyclosporin A [100 mg],Caps,5x10s,50,137
28917,SCOTS CYCLOSPORIN,Cyclosporin A [10 mg],Caps,6x10s,60,137
28920,SCOTS CYCLOSPORIN,Cyclosporin A [100 mg/ml],Oral Soln,60ml,1,137
28236,SCOTS EXPECTORANT,"Aminophylline [35 mg/5ml], Ammonium Chloride [30 mg/5ml], Diphenhydramine [8 mg/5ml]",Syrup,120ml,1,137
28294,SCOTS O.R.S,"Glucose [20 g], Potassium Chloride [1.5 g], Sodium Chloride [3.5 g], Sodium Citrate [2.9 g]",Sachet,20s,20,137
28276,SCOTS PARACETAMOL,Paracetamol [500 mg],Tabs,20x10s,200,137
28953,SCOTS PAROXETINE,Paroxetine [20 mg],Tabs,10s,10,137
28298,SCOTS PHOLCODINE,Pholcodine [10 mg/5ml],Syrup,120ml,1,137
28298,SCOTS PHOLCODINE,Pholcodine [10 mg/5ml],Syrup,60ml,1,137
28922,SCOTS RISPERIDONE,Risperidone [1 mg],Tabs,5x10s,50,137
28923,SCOTS RISPERIDONE,Risperidone [2 mg],Tabs,5x10s,50,137
28267,SIMVASCOT,Simvastatin [10 mg],Tabs,1x10s,10,137
28268,SIMVASCOT,Simvastatin [20 mg],Tabs,1x10s,10,137
63122,SUNNY D3,Cholecalciferol [5 mg/ml],Inj,5s,5,137
70229,SUNNY D3,Cholecalciferol [1000 IU],Tabs,10s,10,137
70229,SUNNY D3,Cholecalciferol [1000 IU],Tabs,20s,20,137
28283,TERBUTASCOT,Terbutaline [0.3 mg/5ml],Syrup,60ml,1,137
28282,TERBUTASCOT,Terbutaline [2.5 mg],Tabs,100s,100,137
28235,VITASCOT,"Ascorbic Acid [500 mg], Calcium Carbonate [327 mg], Calcium Gluconate [1 g]",Sachet,1x10s,10,137
 ,YELLOW MINT,Amyl Metacresol [0.6 mg],Lozenges,25x10s,250,137
 ,YELLOW MINT,Amyl Metacresol [0 mg],Lozenges,12s,12,137
72838,ZAFIRO,Zafirlukast [10 mg],Tabs,28,1,137
72839,ZAFIRO,Zafirlukast [20 mg],Tabs,28,1,137
65484,ZIPRASCOT,Ziprasidone [20 mg/ml],Inj,1s,1,137
56916,ZIPRASCOT,Ziprasidone [80 mg],Caps,1x10s,10,137
