Reg. #,Brand,Generic,Form,Packing,Size,Manufacturer_ID
12729,JAVIL,Pheniramine (Maleate) [25 mg],Tabs,500s,500,77
12479,JAWAMYCIN,Doxycycline [100 mg],Caps,10x10s,100,77
12479,JAWAMYCIN,Doxycycline [100 mg],Caps,100s,100,77
12728,JAWASIL,"Aluminium Hydroxide and Oxide [250 mg], Magnesium Trisilicate [500 mg]",Tabs,500s,500,77
12728,JAWASIL,"Aluminium Hydroxide and Oxide [250 mg], Magnesium Trisilicate [500 mg]",Tabs,50x10s,500,77
12480,JAXCIL,Amoxicillin [250 mg],Caps,100s,100,77
12481,JAXCIL,Amoxicillin [500 mg],Caps,100s,100,77
12480,JAXCIL,Amoxicillin [250 mg],Caps,10x10s,100,77
17625,JAXCIL,Amoxicillin [125 mg/5ml],Susp,60ml,1,77
12481,JAXCIL,Amoxicillin [500 mg],Caps,10x10s,100,77
 ,JAXCIL,Amoxicillin [125 mg/1.25ml],Drops,10ml,1,77
10928,JETOX,Attapulgite [500 mg],Tabs,500s,500,77
10928,JETOX,Attapulgite [500 mg],Tabs,10x10s,100,77
 ,K-VIT,Vitamin K [10 mg],Tabs,200s,200,77
26029,LOPRA,Loperamide (HCl) [2 mg],Caps,100s,100,77
26029,LOPRA,Loperamide (HCl) [2 mg],Caps,6x10s,60,77
 ,MEROLINE,"Di-Iodohydroxyquinoline [0 ], Metronidazole [0 ]",Tabs,6x10s,60,77
25635,MERONIDE,Metronidazole [200 mg],Tabs,10x10s,100,77
25636,MERONIDE,Metronidazole [400 mg],Tabs,250s,250,77
25635,MERONIDE,Metronidazole [200 mg],Tabs,500s,500,77
25636,MERONIDE,Metronidazole [400 mg],Tabs,10x10s,100,77
25636,MERONINE,Metronidazole [400 mg],Tabs,10x10s,100,77
9336,MULTIVITAMIN,Multiple Vitamins [0 ],Tabs,1000s,1000,77
5986,OXYTETRACYCLINE,Oxytetracycline (Dihydrate) [250 mg],Caps,500s,500,77
2838,PARACETAMOL,Paracetamol [120 mg/5ml],Susp,450ml,1,77
2838,PARACETAMOL,Paracetamol [120 mg/5ml],Susp,60ml,1,77
3670,PARACETAMOL,Paracetamol [500 mg],Tabs,1000s,1000,77
3670,PARACETAMOL,Paracetamol [500 mg],Tabs,20x10s,200,77
3670,PARACETAMOL,Paracetamol [250 mg],Tabs,20x10s,200,77
4914,PHENOBARBITONE,Phenobarbitone [30 mg],Tabs,10x10s,100,77
4914,PHENOBARBITONE,Phenobarbitone [30 mg],Tabs,1000s,1000,77
4914,PHENOBARBITONE,Phenobarbitone [30 mg],Tabs,60s,60,77
 ,POKLITE,Potassium Chloride [500 mg],Tabs,30s,30,77
27276,RHINOL,Chlorpheniramine (Maleate) [2 mg/5ml],Syrup,450ml,1,77
30068,RIPICIN,Rifampicin [450 mg],Caps,10x10s,100,77
30067,RIPICIN,Rifampicin [150 mg],Caps,10x10s,100,77
30070,RIPNIZIDE,"Isoniazid [150 mg], Rifampicin [300 mg]",Tabs,10x10s,100,77
30069,RIPNIZIDE,"Isoniazid [100 mg], Rifampicin [150 mg]",Tabs,10x10s,100,77
30071,RIPNIZIDE TS,"Isoniazid [300 mg], Rifampicin [450 mg]",Tabs,10x10s,100,77
32502,SAFECARD,Atenolol [50 mg],Tabs,2x10s,20,77
69284,SAFECARD,Atenolol [100 mg],Tabs,20s,20,77
12726,SEPTAZOLE,"Sulphamethoxazole [800 mg], Trimethoprim [160 mg]",Tabs,100s,100,77
12726,SEPTAZOLE,"Sulphamethoxazole [800 mg], Trimethoprim [160 mg]",Tabs,20x5s,100,77
9344,SEPTAZOLE,"Sulphamethoxazole [200 mg/5ml], Trimethoprim [40 mg/5ml]",Susp,400ml,1,77
9344,SEPTAZOLE,"Sulphamethoxazole [200 mg/5ml], Trimethoprim [40 mg/5ml]",Susp,50ml,1,77
7809,SEPTAZOLE,"Sulphamethoxazole [400 mg], Trimethoprim [80 mg]",Tabs,200s,200,77
7809,SEPTAZOLE,"Sulphamethoxazole [400 mg], Trimethoprim [80 mg]",Tabs,20x10s,200,77
3671,SODAMINT,Sodium Bicarbonate [300 mg],Tabs,1000s,1000,77
3405,SODIUM ACID CITRATE,Sodium Acid Citrate [1.25 g/5ml],Syrup,120ml,1,77
3405,SODIUM ACID CITRATE,Sodium Acid Citrate [1.25 g/5ml],Syrup,450ml,1,77
3408,SULPHACETAMIDE,Sulphacetamide [10 %w/v],Eye Drops,10ml,1,77
2841,SULPHACETAMIDE,Sulphacetamide [30 %w/v],Eye Drops,10ml,1,77
2840,SULPHACETAMIDE,Sulphacetamide [20 %w/v],Eye Drops,10ml,1,77
3942,VITAMIN B COMPOUND,Vitamin B Complex [0 ],Tabs,1000s,1000,77
7806,VITAMIN K,Phytomenadione [10 mg],Tabs,10x20s,200,77
30073,WOUNDSEPTIC,Povidone-Iodine [10 %w/v],Soln,60ml,1,77
30073,WOUNDSEPTIC,Povidone-Iodine [10 %w/v],Soln,450ml,1,77
30073,WOUNDSEPTIC,Povidone-Iodine [10 %w/v],Soln,50ml,1,77
Search DrugInfoSys ,,,,,1,77
 ,CINPRIDE,Cinitapride [1 mg/5ml],Syrup,120ml,1,78
 ,CIPOTENT,Ciprofloxacin [250 mg],Tabs,10s,10,78
 ,CIPOTENT,Ciprofloxacin [500 mg],Tabs,10s,10,78
 ,CLARACT,Clarithromycin [125 mg/5ml],Susp,60ml,1,78
 ,CLARACT,Clarithromycin [250 mg/5ml],Susp,60ml,1,78
 ,CLARACT,Clarithromycin [250 mg],Tabs,10s,10,78
 ,CLARACT,Clarithromycin [500 mg],Tabs,10s,10,78
 ,Etoricox,Etoricoxib [60 mg],Tabs,10s,10,78
,IMPACT,Potassium Nitrate [1 %w/v],Tooth Paste,1sx200ml,200,78
61287,IMPACT,Potassium Nitrate [5 %w/w],Tooth Paste,1x100g,100,78
61287,IMPACT,Potassium Nitrate [5 %w/w],Tooth Paste,1x40g,40,78
 ,INVITAL-D,Cholecalciferol [5 mg/ml],Inj,5s,5,78
73891,MUFLEX,Carbocysteine [375 mg],Caps,3x10s,30,78
73899,MUFLEX,Carbocysteine [100 mg/5ml],Syrup,120ml,1,78
73898,MUFLEX PRO,"Carbocysteine [100 mg/5ml], Promethazine (HCl) [2.5 mg/5ml]",Syrup,120ml,1,78
 ,NOVELACT,Lactulose [3.35 g/5ml],Syrup,120ml,1,78
 ,OSSVIT,ossein Mineral complex [25 mg/5ml],Susp,60ml,1,78
 ,OSSVIT,ossein Mineral complex [830 mg],Tabs,30s,30,78
76162,PROACT,Procaterol [25 mcg/5ml],Syrup,120ml,1,78
76163,PROACT,Procaterol [50 mcg],Tabs,2x10s,20,78
 ,PROFYLLINE,Doxofylline [100 mg/5ml],Susp,60ml,1,78
47179,PROFYLLINE,Doxofylline [400 mg],Tabs,10s,10,78
 ,PROSALZ,"Sodium Chloride [16 %w/w], Tranexamic Acid [0.05 %w/w]",Tooth Paste,100g,1,78
 ,PROSALZ,"Sodium Chloride [16 %w/w], Tranexamic Acid [0.05 %w/w]",Tooth Paste,40g,1,78
,PROTUS, ,Syrup,120ml,1,78
 ,PULMEASE,Montelukast [10 mg],Tabs,20s,20,78
 ,PULMEASE,Montelukast [5 mg],Tabs,20s,20,78
 ,PULMEASE,Montelukast [4 mg],Tabs Chewable,20s,20,78
59843,PULMITEROL,Bambuterol [5 mg/5ml],Soln,60ml,1,78
 ,PULMITEROL,Bambuterol [10 mg],Tabs,10s,10,78
 ,PULMITEROL,Bambuterol [20 mg],Tabs,10s,10,78
76162,REVOFEX,Fexofenadine [120 mg],Tabs,10s,10,78
 ,SERVAZ,Azithromycin [200 mg/5ml],Susp,15ml,1,78
 ,SERVAZ,Azithromycin [250 mg],Tabs,6s,6,78
 ,SERVAZ,Azithromycin [500 mg],Tabs,6s,6,78
 ,SERVE,Cefixime [100 mg/5ml],Susp,30ml,1,78
 ,SERVE,Cefixime [200 mg/5ml],Susp,30ml,1,78
 ,SERVE,Cefixime [200 mg],Caps,5s,5,78
 ,SERVE,Cefixime [100 mg],Caps,5s,5,78
 ,WELCET,Levocetirizine [2.5 mg/5ml],Syrup,60ml,1,78
 ,WELCET,Levocetirizine [5 mg],Tabs,30s,30,78
 ,ASCORBIC ACID,Ascorbic Acid [100 mg],Tabs,1000s,1000,79
5653,ASPIRIN,Aspirin [300 mg],Tabs,20x10s,200,79
5653,ASPIRIN,Aspirin [300 mg],Tabs,1000s,1000,79
5653,ASPIRIN COMPOUND,Aspirin [300 mg],Tabs,1000s,1000,79
6335,BELLABARBITONE,"Belladona [12.5 mg], Phenobarbitone [25 mg]",Tabs,100x10s,1000,79
6439,BENZYLBENZOATE,Benzyl Benzoate [25 %w/v],Lotion,60ml,1,79
6439,BENZYLBENZOATE,Benzyl Benzoate [25 %w/v],Lotion,450ml,1,79
6195,BINAPLEX,Vitamin B Complex [0 ],Syrup,120ml,1,79
6195,BINAPLEX,Vitamin B Complex [0 ],Syrup,450ml,1,79
6195,BINAPLEX,Vitamin B Complex [0 ],Syrup,60ml,1,79
7479,BINAPLEX FORTE,Vitamin B Complex [0 ],Tabs,1000s,1000,79
7479,BINAPLEX-C,Vitamin B Complex [0 ],Syrup,120ml,1,79
7050,BINAQUINE,Chloroquine [50 mg/5ml],Syrup,450ml,1,79
7050,BINAQUINE,Chloroquine [50 mg/5ml],Syrup,60ml,1,79
5953,BINAQUINE,Chloroquine [80 mg],Tabs,1000s,1000,79
5950,BINAQUINE,Chloroquine [250 mg],Tabs,100x10s,1000,79
5950,BINAQUINE,Chloroquine [250 mg],Tabs,20x10s,200,79
5645,CALCIUM LACTATE,Calcium Lactate [300 mg],Tabs,1x1000s,1000,79
5645,CALCIUM LACTATE,Calcium Lactate [300 mg],Tabs,200s,200,79
9036,CARMINATIVE MIXTURE,"Citric Acid [0 0], Sodium Bicarbonate [0 0], Sodium Tartrate [0 0], Tartaric Acid [0 0]",Mixture,120ml,1,79
9036,CARMINATIVE MIXTURE,"Citric Acid [0 0], Sodium Bicarbonate [0 0], Sodium Tartrate [0 0], Tartaric Acid [0 0]",Mixture,450ml,1,79
 ,CASTER OIL,Castor Oil [0 0],Oil,25ml,1,79
 ,CASTER OIL,Castor Oil [0 0],Oil,450ml,1,79
16734,CEFLEX,Cephalexin (Monohydrate) [250 mg],Caps,6x2s,12,79
16734,CEFLEX,Cephalexin (Monohydrate) [250 mg],Caps,100s,100,79
12569,CEFLEX,Cephalexin (Monohydrate) [500 mg],Caps,6x2s,12,79
12569,CEFLEX,Cephalexin (Monohydrate) [500 mg],Caps,100s,100,79
 ,CEFROL,Cephradine [125 mg/5ml],Susp,60ml,1,79
 ,CEFROL,Cephradine [250 mg/5ml],Susp,60ml,1,79
5951,CELIMO,Ascorbic Acid [50 mg],Tabs,1000s,1000,79
7123,CELIMO,Ascorbic Acid [500 mg],Tabs,1000s,1000,79
18119,CELIMO,Ascorbic Acid [100 mg/ml],Drops,10ml,1,79
5952,CELIMO,Ascorbic Acid [100 mg],Tabs,100x10s,1000,79
7123,CELIMO,Ascorbic Acid [500 mg],Tabs,4x10s,40,79
18119,CELIMO-C,Ascorbic Acid [100 mg/ml],Drops,10ml,1,79
11563,CEPHRADINE,Cephradine [500 mg],Caps,12s,12,79
11563,CEPHRADINE BP,Cephradine [500 mg],Caps,100s,100,79
7034,CHLORPHENIRAMINE,Chlorpheniramine (Maleate) [2 mg/5ml],Syrup,120ml,1,79
7034,CHLORPHENIRAMINE,Chlorpheniramine (Maleate) [2 mg/5ml],Syrup,450ml,1,79
7034,CHLORPHENIRAMINE,Chlorpheniramine (Maleate) [2 mg/5ml],Syrup,60ml,1,79
5652,CHLORPHENIRAMINE,Chlorpheniramine (Maleate) [4 mg],Tabs,100x10s,1000,79
67625,CIMOZOL,Omeprazole [40 mg],Caps,2x7s,14,79
23770,DEXAMEK,Dexamethasone [0.5 mg],Tabs,1000s,1000,79
18117,DEXAMEK,Dexamethasone [4 mg/ml],Inj,25x1ml,25,79
27268,DIACRON,Diclofenac (Na) [25 mg/ml],Inj,3mlx5s,5,79
14452,DIACRON,Diclofenac (Na) [25 mg],Tabs,2x10s,20,79
14452,DIACRON,Diclofenac (Na) [25 mg],Tabs,500s,500,79
6238,DIHYDRANIL,"Aminophylline [30 mg/5ml], Ammonium Chloride [25 mg/5ml], Diphenhydramine [8 mg/5ml], Menthol [1 mg/5ml]",Syrup,120ml,1,79
20327,DYPRON,Dipyrone [250 mg/ml],Inj,2mlx100s,100,79
67624,ES-MYZOLE,Esomeprazole [40 mg],Caps,2x7s,14,79
6239,EXCOLD,"Ammonium Chloride [100 mg/5ml], Chlorpheniramine (Maleate) [2 mg/5ml], Ephedrine [7 mg/5ml], Menthol [1 mg/5ml], Sodium Acid Citrate [60 mg/5ml]",Syrup,120ml,1,79
6239,EXCOLD,"Ammonium Chloride [100 mg/5ml], Chlorpheniramine (Maleate) [2 mg/5ml], Ephedrine [7 mg/5ml], Menthol [1 mg/5ml], Sodium Acid Citrate [60 mg/5ml]",Syrup,450ml,1,79
6239,EXCOLD,"Ammonium Chloride [100 mg/5ml], Chlorpheniramine (Maleate) [2 mg/5ml], Ephedrine [7 mg/5ml], Menthol [1 mg/5ml], Sodium Acid Citrate [60 mg/5ml]",Syrup,60ml,1,79
 ,FEBCOTIN,Cephradine [250 mg],Inj,Vial,1,79
 ,FEBCOTIN,Cephradine [500 mg],Inj,Vial,1,79
 ,FEBCOTIN,Cephradine [1 g],Inj,Vial,1,79
20329,FLOXON,Furazolidone [25 mg/5ml],Susp,450ml,1,79
20329,FLOXON,Furazolidone [25 mg/5ml],Susp,120ml,1,79
20328,FLOXON,Furazolidone [100 mg],Tabs,1000s,1000,79
5856,FOLIC ACID,Folic Acid [5 mg],Tabs,100x10s,1000,79
5856,FOLIC ACID,Folic Acid [5 mg],Tabs,10x10s,100,79
6324,GENTIAN VIOLET,Gentian Violet [1 %w/v],Soln,25ml,1,79
6324,GENTIAN VIOLET,Gentian Violet [1 %w/v],Soln,450ml,1,79
6324,GENTION VIOLET,Gentian Violet [0 ],Lotion,25ml,1,79
6324,GENTION VIOLET,Gentian Violet [0 ],Lotion,450ml,1,79
6324,GENTION VIOLET,Gentian Violet [0 ],Lotion,25ml,1,79
6324,GENTION VIOLET,Gentian Violet [0 ],Lotion,450ml,1,79
 ,GLYCERIN PURE,Glycerin [10 %w/v],Liquid,30ml,1,79
11879,GRIFULVIN,Griseofulvin [500 mg],Tabs,2x10s,20,79
11878,GRIFULVIN,Griseofulvin [125 mg],Tabs,500s,500,79
7253,HYDROGEN PER OXIDE,Hydrogen Peroxide [6 %v/v],Soln,120ml,1,79
7253,HYDROGEN PER OXIDE,Hydrogen Peroxide [6 %v/v],Soln,450ml,1,79
7858,HYOSCINE COMPOUND,"Dipyrone [250 mg], Hyoscine (Butylbromide) [10 mg]",Tabs,10x10s,100,79
7255,ICHTHAMOL GLYCERINE,Glycerin [10 %w/v],Liquid,50ml,1,79
18118,INDACIN,Indomethacin [25 mg],Caps,1x1000s,1000,79
5656,IODINE,Iodine [5 %w/w],Oint,25g,1,79
5656,IODINE METHYL SALICYLATE,"Iodine [4 %w/w], Methyl Salicylate [5 %w/w]",Oint,25g,1,79
6594,KAPRIN COMPOUND,"Aspirin [300 mg], Caffeine [0 0], Paracetamol [0 0]",Tabs,40x10s,400,79
6594,KAPRIN COMPOUND,"Aspirin [300 mg], Caffeine [0 0], Paracetamol [0 0]",Tabs,1000s,1000,79
 ,KEEKOL,Cefuroxime [750 mg],Inj,Vial,1,79
 ,KEEKOL,Cefuroxime [250 mg],Inj,Vial,1,79
 ,KEEKOL,Cefuroxime [1.5 g],Inj,Vial,1,79
55926,KEFAZYME,Cefixime [400 mg],Caps,5s,5,79
 ,KEFAZYME PAEDIATRIC,Cefixime [100 mg/5ml],Susp,30 ml,1,79
7857,KLORIDE,Potassium Chloride [500 mg],Tabs SR,2x10s,20,79
6139,LINIMENT TURPENTINE, ,Liquid,450ml,1,79
 ,LIQUID PARAFEN,Paraffin [100 %w/v],Liquid,25ml,1,79
 ,LOPOIDCOR,Simvastatin [20 mg],Tabs,10s,10,79
9709,LYSOL,"Cresol [500 ml/L], Linseed Oil [180 g/L], Potassium Salts [42 g/L]",Soln,450ml,1,79
9764,MALAQUINE INJECTION,Chloroquine [40 mg/ml],Inj,5mlx100s,100,79
23324,MALARKIL,"Pyrimethamine [25 mg], Sulfadoxine [500 mg]",Tabs,1000s,1000,79
23324,MALARKIL,"Pyrimethamine [25 mg], Sulfadoxine [500 mg]",Tabs,3x10s,30,79
13047,MALEMINE,Mepyramine [50 mg/ml],Inj,10ml,1,79
6635,MANDLS PAINT,"Alcohol [37.5 ml], Iodine [12.5 g], Peppermint Oil [4.2 ml], Potassium Iodide [25 g]",Paint,30ml,1,79
6073,MAOLAX,"Aluminium Hydroxide and Oxide [250 mg], Magnesium Trisilicate [500 mg]",Tabs,1000s,1000,79
6073,MAOLAX,"Aluminium Hydroxide and Oxide [250 mg], Magnesium Trisilicate [500 mg]",Tabs,25x8s,200,79
7254,MERCUROCHROME,Mercurochrome [2 %w/v],Soln,25ml,1,79
7254,MERCUROCHROME,Mercurochrome [2 %w/v],Soln,450ml,1,79
16735,METAZOLE,Metronidazole [400 mg],Tabs,1x1000s,1000,79
16735,METAZOLE,Metronidazole [400 mg],Tabs,20x10s,200,79
7035,METHAGAN,Promethazine (HCl) [5 mg/5ml],Syrup,120ml,1,79
7035,METHAGAN,Promethazine (HCl) [5 mg/5ml],Syrup,450 ml,1,79
7035,METHAGAN,Promethazine (HCl) [5 mg/5ml],Syrup,60ml,1,79
28027,METHAGAN,Promethazine (HCl) [10 mg],Tabs,1000s,1000,79
 ,METHYLATED SPIRIT, ,Caps,450ml,1,79
9930,MINISTAL,Mefenamic Acid [250 mg],Tabs,1000s,1000,79
9930,MINISTAL,Mefenamic Acid [250 mg],Tabs,20x10s,200,79
9930,MINISTAL,Mefenamic Acid [250 mg],Tabs,60x10s,600,79
11678,MULTIVITAMIN,Multiple Vitamins [400 mg],Tabs,1000s,1000,79
 ,NOSPOR,Cefotaxime [250 mg],Inj,Vial,1,79
 ,NOSPOR,Cefotaxime [500 mg],Inj,Vial,1,79
 ,NOSPOR,Cefotaxime [1 g],Inj,Vial,1,79
10157,OXYTETRACYCLINE,Oxytetracycline (Dihydrate) [250 mg],Caps,10x10s,100,79
10157,OXYTETRACYCLINE,Oxytetracycline (Dihydrate) [250 mg],Caps,1000s,1000,79
9035,PAINOL,Paracetamol [120 mg/5ml],Susp,450ml,1,79
9035,PAINOL,Paracetamol [120 mg/5ml],Susp,60ml,1,79
6196,PAINOL,Paracetamol [500 mg],Tabs,100x10s,1000,79
6196,PAINOL,Paracetamol [500 mg],Tabs,20x10s,200,79
55016,PASTRAZOL,Lansoprazole [30 mg],Caps,14s,14,79
12568,PEMOXIN,Amoxicillin [250 mg],Caps,20s,20,79
12568,PEMOXIN,Amoxicillin [250 mg],Caps,100s,100,79
12567,PEMOXIN,Amoxicillin [500 mg],Caps,100s,100,79
12568,PEMOXIN,Amoxicillin [250 mg],Caps,12s,12,79
12567,PEMOXIN,Amoxicillin [500 mg],Caps,12s,12,79
12567,PEMOXIN,Amoxicillin [500 mg],Caps,20s,20,79
12568,PEMOXIN,Amoxicillin [250 mg],Caps,500s,500,79
18116,PEMOXIN,Amoxicillin [125 mg/5ml],Susp,60ml,1,79
 ,PEPKOL,Cephazolin (Na) [250 mg],Inj,Vial,1,79
 ,PEPKOL,Cephazolin (Na) [500 mg],Inj,Vial,1,79
 ,PEPKOL,Cephazolin (Na) [1 g],Inj,Vial,1,79
7050,PEXOCITRAL,Sodium Acid Citrate [26.3 g/100ml],Liquid,1x120ml,120,79
7050,PEXOCITRAL,Sodium Acid Citrate [26.3 g/100ml],Liquid,450ml,1,79
 ,PEXOCYCLINE,Oxytetracycline (Dihydrate) [250 mg],Caps,1000s,1000,79
 ,PEXOCYCLINE,Tetracycline (HCl) [250 mg],Caps,500s,500,79
5980,PEXOL,"Aminophylline [20 mg/5ml], Ammonium Chloride [100 mg/5ml], Ephedrine [4 mg/5ml], Promethazine (HCl) [4 mg/5ml], Sodium Acid Citrate [50 mg/5ml]",Syrup,450ml,1,79
5980,PEXOL,"Aminophylline [20 mg/5ml], Ammonium Chloride [100 mg/5ml], Ephedrine [4 mg/5ml], Promethazine (HCl) [4 mg/5ml], Sodium Acid Citrate [50 mg/5ml]",Syrup,120ml,1,79
8059,PEXOLECITHINE,Lecithin [0 0],Elixir,250ml,1,79
8059,PEXOLECITHINE,Lecithin [0 0],Elixir,450ml,1,79
21762,PEXOLYTE O.R.S.,"Glucose [20 g], Potassium Chloride [1.5 g], Sodium Chloride [3.5 g], Sodium Citrate [2.9 g]",Sachet,30g,1,79
5659,PEXOPAR,Piperazine [750 mg/5ml],Elixir,30ml,1,79
5659,PEXOPAR,Piperazine [750 mg/5ml],Elixir,450ml,1,79
5659,PEXOPAR,Piperazine [750 mg/5ml],Elixir,60ml,1,79
11565,PEXOPEN,Ampicillin [500 mg],Caps,100s,100,79
11564,PEXOPEN,Ampicillin [250 mg],Caps,10x10s,100,79
11564,PEXOPEN,Ampicillin [250 mg],Caps,12s,12,79
11565,PEXOPEN,Ampicillin [500 mg],Caps,12s,12,79
11564,PEXOPEN,Ampicillin [250 mg],Caps,20s,20,79
11564,PEXOPEN,Ampicillin [250 mg],Caps,50x10s,500,79
20326,PEXOPEN,Ampicillin [125 mg/5ml],Syrup,60ml,1,79
5981,PEXOVIT,"Ascorbic Acid [50 mg/0.6ml], Calciferol [400 IU/0.6ml], Nicotinamide [10 mg/0.6ml], Pyridoxine [0.5 mg/0.6ml], Retinol (Vitamin A) [5000 IU/0.6ml], Riboflavin (Vitamin B2) [1.2 mg/0.6ml], Thiamine HCl (Vitamin B1) [1.5 mg/0.6ml]",Drops,10ml,1,79
7092,PEXOVIT,"Ascorbic Acid [85.2 mg/5ml], Calciferol [1400 IU/5ml], Nicotinamide [28.4 mg/5ml], Retinol (Vitamin A) [14000 IU/5ml], Riboflavin (Vitamin B2) [3.4 mg/5ml], Thiamine HCl (Vitamin B1) [2.8 mg/5ml]",Syrup,120ml,1,79
7860,PEXOVIT,"Ascorbic Acid [75 mg], Calciferol [400 IU], Calcium Pantothenate [5 mg], Cyanocobalamin [2 mcg], Folic Acid [0.25 mg], Nicotinamide [20 mg], Pyridoxine [2 mg], Retinol (Vitamin A) [5000 IU], Riboflavin (Vitamin B2) [5 mg], Thiamine HCl (Vitamin B1) [2 mg]",Tabs,100x10s,1000,79
20325,PHENIRAL,Pheniramine (Maleate) [25 mg/ml],Inj,50s,50,79
20325,PHENIRAL,Pheniramine (Maleate) [25 mg/ml],Inj,25s,25,79
20325,PHENIRAL,Pheniramine (Maleate) [25 mg/ml],Inj,100s,100,79
7122,PHENOBARBITONE,Phenobarbitone [30 mg],Tabs,1000s,1000,79
5659,PIPERAZINE,Piperazine [750 mg/5ml],Elixir,30ml,1,79
5659,PIPERAZINE,Piperazine [750 mg/5ml],Elixir,450ml,1,79
67626,POLITOOSE -F,Folic Acid [0.35 mg],Tabs,10s,10,79
67627,POLITOOSE IRON, ,Syrup,60ml,1,79
23771,POLYNORM, ,Oint,10g,1,79
7091,PREDNISOLONE,Prednisolone and Prednisone [5 mg],Tabs,1000s,1000,79
7035,PROMETHAZINE,Promethazine (HCl) [25 mg/5ml],Elixir,120ml,1,79
7035,PROMETHAZINE,Promethazine (HCl) [25 mg/5ml],Elixir,450ml,1,79
5975,PROMETHAZINE,Promethazine (HCl) [5 mg/5ml],Elixir,110ml,1,79
 ,QUNTIQUE,Ranitidine [25 mg/ml],Inj,2mlx10s,10,79
7558,ROXENOL,Chloroxylenol [1.44 %w/v],Soln,100ml,1,79
7558,ROXENOL,Chloroxylenol [1.44 %w/v],Soln,250ml,1,79
7558,ROXENOL,Chloroxylenol [1.44 %w/v],Soln,4.5L,1,79
7558,ROXENOL,Chloroxylenol [1.44 %w/v],Soln,500ml,1,79
7558,ROXENOL,Chloroxylenol [1.44 %w/v],Soln,50ml,1,79
18115,RUMATOFEN,Ibuprofen [100 mg/5ml],Susp,90ml,1,79
7861,RUMATOFEN,Ibuprofen [400 mg],Tabs,250s,250,79
8402,RUMATOFEN,Ibuprofen [200 mg],Tabs,500s,500,79
7861,RUMATOFEN,Ibuprofen [400 mg],Tabs,25x10s,250,79
8402,RUMATOFEN,Ibuprofen [200 mg],Tabs,50x10s,500,79
6439,SCABICA,Benzyl Benzoate [25 %w/v],Lotion,120ml,1,79
6439,SCABICA,Benzyl Benzoate [25 %w/v],Lotion,450ml,1,79
6439,SCABICA,Benzyl Benzoate [25 %w/v],Lotion,60ml,1,79
7858,SCOPAN CO,"Dipyrone [250 mg], Hyoscine (Butylbromide) [10 mg]",Tabs,10x10s,100,79
7858,SCOPAN CO,"Dipyrone [250 mg], Hyoscine (Butylbromide) [10 mg]",Tabs,500s,500,79
 ,SECATINE,Ceftriaxone (Na) [1 g],Inj,Vial,1,79
 ,SECATINE,Ceftriaxone (Na) [250 mg],Inj,Vial,1,79
 ,SECATINE,Ceftriaxone (Na) [500 mg],Inj,Vial,1,79
 ,SKYCIN,Gentamicin [20 mg/ml],Inj,5sx2ml,2,79
 ,SKYCIN,Gentamicin [80 mg/ml],Inj,5sx2ml,2,79
6325,SODAMINT,Sodium Bicarbonate [300 mg],Tabs,1000s,1000,79
5655,SULPHADIAZINE,Sulphadiazine [500 mg],Tabs,1000s,1000,79
6950,SULPHATRAN,"Sulphamethoxazole [200 mg/5ml], Trimethoprim [40 mg/5ml]",Susp,50ml,1,79
7051,SULPHATRAN,"Sulphamethoxazole [400 mg], Trimethoprim [80 mg]",Tabs,200s,200,79
7051,SULPHATRAN,"Sulphamethoxazole [400 mg], Trimethoprim [80 mg]",Tabs,20x10s,200,79
6950,SULPHATRAN,"Sulphamethoxazole [200 mg/5ml], Trimethoprim [40 mg/5ml]",Susp,450ml,1,79
10596,SULPHATRAN D.S.,"Sulphamethoxazole [800 mg], Trimethoprim [160 mg]",Tabs,10x10s,100,79
28026,TEEBAZID,Pyrazinamide [500 mg],Tabs,10x10s,100,79
5658,TINCTURE BENZOIN,Tincture [0 ],Soln,450ml,1,79
5658,TINCTURE BENZOIN,Tincture [0 ],Soln,30ml,1,79
5657,TINCTURE IODINE,Iodine [7.5 %w/v],Soln,25ml,1,79
5657,TINCTURE IODINE,Iodine [7.5 %w/v],Soln,450ml,1,79
16733,TROCIN,Erythromycin [200 mg/5ml],Susp,60ml,1,79
14453,TROCIN,Erythromycin [250 mg],Tabs,100s,100,79
 ,TROMATE, ,Susp,60ml,1,79
 ,UP-PLEX,"Cyanocobalamin [0 ], Pyridoxine [0 ]",Inj,25sx3ml,3,79
6192,VELIPAM,Diazepam [5 mg],Tabs,10s,10,79
6191,VELIPAM,Diazepam [2 mg],Tabs,1000s,1000,79
6192,VELIPAM,Diazepam [5 mg],Tabs,1000s,1000,79
13336,VIBRADOXIN,Doxycycline [100 mg],Caps,100s,100,79
13336,VIBRADOXIN,Doxycycline [100 mg],Caps,1s,1,79
8763,VITAMIN B COMPOUND,Vitamin B Complex [0 ],Tabs,1000s,1000,79
23641,A-FLOX,Floxacillin (Na) [500 mg],Inj,5x1s,5,80
25215,A-FLOX,Floxacillin (Na) [500 mg],Caps,6x4s,24,80
25214,A-FLOX,Floxacillin (Na) [250 mg],Caps,6x4s,24,80
38765,CARNEM,Meropenem [1 g],Inj,Vial,1,80
38787,CARNEM,Meropenem [500 mg],Inj,Vial,1,80
70525,MEGACIP TABLET,Ciprofloxacin [250 mg],Tabs,10s,10,80
70524,MEGACIP TABLET,Ciprofloxacin [500 mg],Tabs,10s,10,80
